Companies,URL,Description,Industry,Sub-Industry,Country,Total Funding (M),All Investors,Latest Funding Amount (M),Latest Funding Round,Latest Funding Date,Company Status,Founded Year,City,State,Latest Valuation (M),Date of Exit,Latest Exit Round,Latest Full Year Revenue Min (M),Latest Full Year Revenue Max (M),Revenue Time Period
Created by Humans,createdbyhumans.ai,"Created by Humans operates in the digital rights management sector, specializing in AI rights licensing for creators. The company provides a platform that allows authors to manage and receive compensation for the use of their works by AI companies, allowing them to retain their intellectual property rights. Created by Humans serves authors and rights holders who wish to interact with AI platforms. It was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,Legal,United States,11.00,"Aneel Ranadive, Erik Torenberg, Jared Friedman, Jared Heyman, Joshua Reeves, Mark Goldstein, Matteo Franceschetti, Matthew Brezina, Rebel Fund, Richard Price, Tikhon Bernstam, David Sacks, Garry Tan, Jason Calacanis, Mike Maples, Sam Lessin, Walter Isaacson, Cal Henderson, Cameron Yarbrough, Drew Houston, Emmett Shear, Giant Ventures, Kyle Vogt, Uncommon Capital",5.50,Seed VC,2025-01-28,Alive / Active,2024,San Francisco,California,,,,,,
TensorPool,tensorpool.dev,"TensorPool provides cloud-based graphics processing unit (GPU) services for the machine learning development sector. Their main offering includes GPU infrastructure that manages GPU orchestration and execution. TensorPool caters to the machine learning development community. It was founded in 2025 and is based in Stanford, California.",Internet Software & Services,Application & Data Integration,United States,0.50,"468 Capital, Y Combinator",0.50,Convertible Note,2025-03-01,Alive / Active,2025,Stanford,California,,,,,,
Lyra,lyra.so,"Lyra provides a platform for video calls aimed at revenue teams in various sectors. The platform allows for real-time collaboration without needing screen-shares or custom decks. Lyra offers features such as artificial intelligence (AI) interaction tracking and calendar system integration, primarily targeting sales and revenue operations. Lyra was formerly known as Seeking Sigma. It was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,Conferencing & Communication,United States,6.50,"BlackCrow Capital, Eight Capital Group, FJOR, Lobster Capital, Maiora Ventures, Y Combinator, 468 Capital, Pioneer Fund, Rebel Fund, Transpose Platform",6.00,Seed VC,2025-07-24,Alive / Active,2024,San Francisco,California,40.00,,,0.7,0.7,FY 2025
Circlemind,circlemind.co,"Circlemind serves in artificial intelligence applications through its retrieval-augmented generation (RAG) technology in the artificial intelligence sector. The company's offerings include the construction of knowledge graphs and the provision of retrieval solutions that adapt to specific use cases, data, and queries. It primarily serves the technology sector. The company was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,Application & Data Integration,United States,2.50,"Maiora Ventures, Rebel Fund, Y Combinator, Ajira Ventures, Tekedia Capital",2.00,Seed VC,2025-06-02,Alive / Active,2024,San Francisco,California,20.00,,,,,
SpAItial,spaitial.ai,"SpAItial develops spatial foundation models (SFMs) within the artificial intelligence domain. These SFMs are designed to generate and understand the appearance and physics of real and imagined environments, operating in physical space to support cognitive functions. The company targets various sectors, including gaming, entertainment, CAD engineering, construction, virtual and augmented reality, and robotics, by providing AI solutions that connect virtual and physical environments. It was founded in 2024 and is based in London, United Kingdom.",Internet Software & Services,Science & Engineering,United Kingdom,13.00,"Christian Stiebner, Earlybird Venture, Edward Grefenstette, Elias Schneider, Jon Barron, Maximilian Odendahl, Paul Whitehead, Rahul Garg, Robin Rombach, Sergej Epp, Speedinvest, Steffen Tjerrild, Victor Riparbelli",13.00,Seed VC,2025-05-26,Alive / Active,2024,London,England,,,,,,
Relvy AI,relvy.ai,"Relvy AI focuses on automating troubleshooting processes within the software reliability domain. The company provides artificial intelligence agents for incident response and root cause analysis, intended to lessen the time engineers spend on these tasks. Its solutions are aimed at improving operational efficiency for engineering teams through synthetic data and options for cloud-based or self-hosted deployments. The company was founded in 2024 and is based in San Jose, California.",Internet Software & Services,"Business Intelligence, Analytics & Performance Mgmt",United States,0.50,"Maiora Ventures, Rebel Fund, Y Combinator",0.50,Convertible Note,2024-09-01,Alive / Active,2024,San Jose,California,,,,,,
DataCurve,datacurve.ai,"DataCurve provides coding data for AI model training and evaluation within the technology sector. The company offers services including supervised fine-tuning data, reinforcement learning environments, and custom tasks for both private codebases and multimodal interfaces. DataCurve's clients include foundation model labs and enterprises seeking to improve their AI capabilities. It was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,Application & Data Integration,United States,18.20,"Afore Capital, Northside Ventures, Palm Drive Ventures, Balaji Srinivasan, Pioneer Fund, Y Combinator, Homebrew, chemistry",15.00,Series A,2025-10-09,Alive / Active,2024,San Francisco,California,,,,,,
Helios,heliosintel.ai,"Helios is a technology company that focuses on artificial intelligence solutions for public policy professionals. The company provides tools that assist lobbyists, corporate teams, and government employees in navigating and influencing policy and legislation. Helios's main offerings include an AI agent named Proxi, which facilitates public-private interactions, and tools for processing documents, managing policy information, and generating policy-related content. It was founded in 2025 and is based in New York, New York.",Internet Software & Services,Legal,United States,4.00,"Alumni Ventures, Founders, Transpose Platform, Unusual Ventures",4.00,Seed VC,2025-07-11,Alive / Active,2025,New York,New York,14.82,,,,,
Scripta Therapeutics,scriptatherapeutics.com,"Scripta Therapeutics is focused on drug discovery by modulating transcription factor activity within the health sector. The company employs AI and machine learning to identify and predict molecules that can manipulate these biological master regulators, aiming to develop therapeutics that may alter the progression of neurodegenerative diseases such as Alzheimer's, Parkinson's, and ALS. Scripta Therapeutics primarily serves the healthcare and pharmaceutical industries. It was founded in 2024 and is based in London, United Kingdom.",Drug Discovery,,United Kingdom,12.00,"AlbionVC, Apollo Health Ventures, Oxford Science Enterprises, Oxford University Innovation, Parkwalk Advisors, YZR Capital",12.00,Seed VC,2025-11-13,Alive / Active,2024,London,England,,,,,,
Akave,akave.ai,"Akave specializes in decentralized data management within the blockchain technology sector. The company offers a Layer 2 solution that integrates Filecoin's storage with encryption and interfaces to facilitate the management of on-chain data lakes. Akave serves the blockchain and artificial intelligence sectors with its data storage solutions. It was founded in 2024 and is based in Austin, Texas.",Internet Software & Services,Asset & Financial Management & Trading,United States,3.45,"Blockchain Builders Fund, Blockchange Ventures, Lightshift Capital, Protocol Labs",3.45,Pre-Seed,2024-11-11,Alive / Active,2024,Austin,Texas,,,,,,
Aarden AI,aarden.ai,"Aarden AI provides intelligence for land investment decisions, operating within the intersection of technology and real estate. The company offers services that incorporate geospatial data, market trends, and artificial intelligence to assist landowners and capital allocators in identifying returns on various land uses such as timber, carbon, solar, and conservation. Aarden's solutions deliver valuation analyses and market insights, helping clients make decisions in a changing landscape. It was founded in 2025 and is based in Seattle, Washington.",Internet Software & Services,Real Estate,United States,4.00,"Founders' Co-op, KDX, Madrona Venture Group, Planeteer Capital, Superorganism",4.00,Seed VC,2025-10-09,Alive / Active,2025,Seattle,Washington,,,,,,
